Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,B_or_Higher,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3469,0,20,75.78,98.43,62.65,76.02,56.93,2.88,74.31,1,26.7,0,1,4,High,5,7.3
S3473,0,19,66.54,84.25,99.58,66.77,82.81,3.69,75.92,1,12.8,1,1,3,Medium,5,8.2
S3474,0,18,62.97,93.5,97.85,,81.98,9.55,93.03,1,18.6,0,1,2,Low,4,5.3
S3475,0,22,87.17,52.28,89.75,54.64,69.16,9.51,76.9,1,26.0,0,1,1,Low,6,6.9
S3477,1,20,92.35,58.06,41.34,51.6,92.75,6.35,77.4,1,26.8,0,1,4,Medium,5,5.8
S3478,0,24,66.39,96.46,90.01,74.9,58.25,2.22,77.3,0,23.4,0,1,3,Medium,8,4.1
S3479,0,24,85.1,56.86,43.34,93.07,61.58,7.42,64.24,1,21.9,1,1,3,Low,8,6.0
S3480,0,19,52.26,95.61,52.34,54.32,75.62,0.52,60.06,0,8.3,0,1,4,Low,2,4.6
S3481,1,23,69.28,97.83,72.67,75.89,70.49,2.21,63.95,0,16.9,1,1,3,High,3,5.1
S3482,0,24,67.16,48.73,50.7,57.97,78.72,0.06,72.04,1,11.9,0,1,2,Low,9,7.4
S3483,1,21,90.83,98.47,90.03,,96.04,3.86,90.48,1,19.7,0,0,4,Medium,7,6.9
S3484,0,22,98.35,45.14,86.63,91.62,95.86,8.5,91.45,1,21.8,0,1,4,Medium,9,6.6
S3486,1,20,91.24,66.65,88.97,93.75,65.11,6.68,77.64,1,21.1,0,1,3,Medium,7,4.6
S3488,1,18,98.37,69.31,83.73,59.24,96.39,2.63,78.55,1,26.0,1,1,3,Low,7,6.7
S3489,0,22,90.56,73.02,61.32,65.13,69.89,5.2,82.38,1,24.8,0,1,1,Medium,10,6.0
S3490,1,21,53.87,81.67,80.01,74.84,72.49,7.37,63.98,0,15.3,1,1,4,Low,5,6.3
S3495,0,18,96.09,45.86,45.63,74.13,81.53,0.98,51.66,1,15.2,0,1,1,Low,9,8.5
S3496,0,21,,78.67,47.42,57.89,85.96,4.78,52.33,1,10.8,0,1,4,Medium,9,7.2
S3497,1,19,89.94,50.84,65.83,84.69,82.27,0.75,97.89,1,16.6,0,1,2,Medium,5,8.3
S3498,1,21,,55.44,57.45,,55.96,6.29,84.74,1,28.4,0,1,3,Medium,9,9.0
S3499,1,18,90.33,93.29,88.42,87.06,65.22,6.4,66.23,1,8.3,0,1,4,High,9,6.4
S3500,0,21,50.51,59.61,68.43,53.17,86.68,2.57,83.49,0,16.5,0,1,3,Low,3,8.3
S3502,1,20,51.53,63.85,83.02,50.0,52.36,8.24,93.55,0,26.7,0,1,2,Low,4,5.5
S3503,1,18,54.71,44.44,61.72,66.27,52.11,1.1,51.03,0,25.1,1,1,3,Medium,8,6.2
S3504,0,18,60.94,61.77,61.19,83.98,82.17,7.49,90.91,0,18.8,1,1,3,High,3,6.9
S3505,1,18,75.18,64.48,85.42,52.26,77.4,3.53,92.66,0,15.4,0,1,3,High,2,5.7
S3506,0,18,92.38,93.74,86.8,54.17,57.77,7.5,79.78,1,22.1,1,1,2,Medium,6,5.6
S3507,1,21,93.1,59.47,40.86,53.83,77.41,8.01,74.0,1,28.8,0,1,2,High,3,5.9
S3508,0,22,80.81,62.75,48.63,,98.72,1.51,55.55,1,7.5,1,1,2,Medium,9,6.1
S3510,1,22,75.0,85.54,61.1,,72.46,8.63,74.52,0,12.4,1,1,3,High,9,6.4
S3511,0,18,,87.9,57.49,80.18,91.38,3.23,93.25,0,5.1,0,1,4,Low,10,7.9
S3515,0,21,69.4,89.29,73.78,94.42,75.23,0.04,88.29,0,24.5,1,1,2,Medium,8,8.1
S3517,1,21,66.44,56.66,70.35,,64.63,2.99,61.02,0,21.9,0,1,3,Low,5,8.9
S3518,0,18,83.14,58.18,77.25,58.22,52.83,1.1,67.4,1,6.0,1,1,2,Medium,10,5.3
S3519,0,22,99.75,53.43,93.62,83.73,95.82,6.51,58.2,1,21.7,1,1,3,Low,4,4.9
S3520,0,24,,48.7,51.54,97.45,60.85,9.92,50.36,0,28.3,0,1,4,High,3,4.0
S3522,1,21,50.2,43.79,77.63,86.72,76.54,2.53,87.98,0,14.2,0,1,3,High,9,5.9
S3524,0,23,58.43,95.86,49.77,65.25,76.76,9.37,69.99,0,29.8,0,1,2,Medium,3,4.2
S3525,1,18,87.87,75.21,47.03,60.09,72.39,9.06,99.29,1,16.8,0,1,3,Medium,5,5.1
S3526,0,23,52.53,90.43,73.53,91.05,79.18,8.85,89.76,0,26.0,0,1,1,Low,4,7.6
S3527,0,21,77.67,51.01,58.03,,98.54,7.86,87.53,1,8.5,1,1,3,Low,9,7.7
S3529,1,23,56.68,70.38,64.35,99.95,58.45,0.84,82.09,0,14.8,0,1,2,Medium,10,8.7
S3535,1,24,82.98,43.6,67.21,91.39,82.08,7.73,66.47,0,27.3,0,1,3,Medium,7,4.8
S3537,1,19,62.09,55.94,53.0,61.69,56.14,1.18,72.42,0,25.4,0,1,2,Low,2,5.4
S3538,1,22,,99.66,94.26,,62.87,2.37,76.22,0,20.5,0,1,1,Low,7,5.2
S3539,1,21,66.6,54.13,87.48,85.03,59.7,6.73,54.28,1,6.2,0,1,1,Medium,8,8.5
S3540,0,19,94.21,54.35,59.99,52.16,92.06,8.3,90.3,1,5.9,0,1,2,Low,9,5.1
S3542,0,18,81.29,91.56,56.77,67.31,72.54,1.32,70.66,0,29.4,0,1,4,Medium,8,5.5
S3543,0,21,66.9,63.22,59.96,62.24,91.3,1.56,82.94,0,7.1,1,1,1,Low,8,9.0
S3544,0,23,85.03,92.54,73.42,82.71,85.84,0.42,88.66,1,23.5,0,1,3,Medium,7,8.9
S3545,1,19,92.18,60.41,42.78,64.5,95.68,2.6,99.3,1,15.0,0,1,1,Medium,2,8.1
S3546,1,20,79.74,51.82,94.86,80.34,53.84,8.21,58.68,1,10.9,1,1,4,High,2,8.3
S3547,1,19,89.22,59.78,45.92,75.22,75.46,1.98,67.28,1,19.4,0,1,2,Medium,9,8.1
S3550,0,24,,80.37,55.4,58.53,66.36,3.26,77.42,0,11.0,0,1,2,Low,7,7.1
S3552,1,18,60.34,82.06,76.91,80.96,89.72,5.02,99.26,0,9.2,0,1,2,Medium,6,8.7
S3553,1,20,,60.85,53.64,83.64,74.68,3.35,77.51,0,26.3,0,1,2,Medium,6,7.8
S3554,1,19,90.23,67.35,92.31,58.3,74.64,6.89,55.91,1,19.8,0,1,1,Medium,8,8.8
S3555,0,21,91.11,73.46,88.04,80.77,71.54,2.8,68.06,1,6.6,1,1,3,Low,4,6.2
S3557,0,21,59.62,54.32,90.86,53.72,96.15,9.57,92.47,0,20.7,0,0,1,High,5,5.1
S3558,0,24,54.99,90.16,77.18,74.52,65.89,7.29,50.89,0,26.5,0,0,4,Low,6,4.2
S3559,1,22,87.17,83.31,70.09,86.65,78.37,4.18,79.61,1,5.6,0,1,1,Medium,1,4.6
S3560,0,19,94.31,54.05,62.44,52.3,57.44,7.48,55.31,1,16.4,0,1,1,Low,4,4.8
S3561,0,22,82.54,98.5,53.43,88.91,71.71,8.09,50.38,0,22.6,0,1,2,Low,3,8.1
S3562,0,23,57.21,79.89,73.44,98.98,95.19,3.26,62.81,0,9.9,1,1,3,Low,7,6.0
S3563,1,23,96.74,67.15,93.37,54.42,99.77,7.05,77.59,1,10.5,1,1,1,High,1,5.2
S3565,0,20,71.67,71.99,95.18,68.93,57.7,8.19,80.74,0,27.1,1,1,2,Medium,8,5.0
S3566,1,22,79.74,49.89,61.42,57.21,65.72,2.95,83.6,0,15.0,0,1,1,High,2,4.4
S3569,0,19,98.39,83.2,80.23,76.11,74.81,3.53,78.34,1,12.8,0,1,1,Low,3,5.4
S3572,1,18,84.6,59.57,48.62,74.4,62.57,1.46,79.29,0,21.3,0,1,4,High,7,4.4
S3573,0,18,94.5,66.64,98.72,72.95,89.21,0.68,70.17,1,21.0,0,1,2,Medium,4,6.0
S3574,0,19,,86.34,42.72,59.81,92.37,3.22,66.85,1,21.8,0,0,3,Low,7,6.6
S3575,0,24,98.9,77.52,68.06,68.06,79.92,4.59,86.38,1,9.8,1,1,3,Medium,8,5.3
S3576,0,24,75.6,58.48,65.5,59.09,96.38,3.62,64.83,1,23.3,1,1,1,Low,8,4.9
S3577,0,21,91.54,63.17,61.6,86.77,89.15,0.14,69.03,1,13.7,1,1,4,Low,6,7.8
S3579,1,22,71.12,75.69,84.72,80.84,95.31,1.45,93.52,0,23.8,0,1,1,High,10,8.8
S3580,0,19,62.67,59.96,94.31,63.98,80.02,2.11,58.52,1,19.6,0,1,2,Low,3,4.0
S3581,0,23,90.91,83.54,63.73,82.85,76.06,1.21,69.07,1,27.8,1,1,3,High,6,7.3
S3582,0,22,99.29,74.79,73.85,77.02,67.81,5.2,94.39,1,29.3,0,1,3,Medium,1,4.7
S3586,1,18,81.01,63.42,83.07,91.07,76.87,1.68,70.89,0,22.7,1,1,3,High,10,8.3
S3587,1,24,97.98,70.96,48.59,,77.74,4.46,82.65,1,13.4,1,1,2,Low,3,6.1
S3588,1,18,62.61,70.41,41.39,77.03,82.59,3.43,99.55,1,28.2,0,1,4,High,2,5.4
S3590,1,20,74.62,51.35,90.46,91.44,62.84,7.95,54.84,1,14.3,0,1,3,High,6,4.4
S3591,0,24,54.27,96.79,84.78,76.59,92.85,9.93,92.68,0,13.5,0,1,3,High,7,5.7
S3592,1,19,63.09,60.57,56.8,53.42,82.88,5.29,56.71,0,18.9,0,1,1,Low,7,4.9
S3594,1,21,,81.11,58.97,67.76,63.8,9.47,93.68,0,14.8,0,1,3,Low,3,6.7
S3595,1,19,55.31,88.33,67.04,77.01,81.85,4.0,62.8,0,10.2,0,0,3,Medium,6,8.1
S3596,0,22,97.7,62.71,62.95,82.36,85.71,5.56,87.25,1,24.9,0,1,3,High,3,4.8
S3598,0,21,72.19,93.02,54.05,83.68,90.61,5.46,87.99,1,7.5,1,1,3,Low,3,7.1
S3599,0,21,94.93,86.01,74.66,83.96,50.13,0.81,61.62,1,7.1,0,1,3,High,6,4.9
S3600,0,18,83.87,42.05,61.66,55.46,79.75,7.84,70.98,1,11.0,1,0,1,Low,4,6.5
S3601,1,22,80.9,89.64,79.78,59.59,80.68,9.85,65.91,0,18.8,0,1,2,Low,9,8.7
S3602,1,18,85.28,86.47,73.87,81.53,76.69,0.66,62.45,1,8.7,0,1,4,Medium,2,8.7
S3606,0,18,94.5,65.87,85.98,59.58,66.79,6.93,76.66,1,26.5,0,1,2,Medium,10,8.9
S3608,1,21,63.86,67.65,49.95,75.04,66.66,4.63,75.17,0,7.1,0,1,1,Medium,5,5.0
S3610,1,18,,57.66,79.13,70.42,81.08,5.54,82.68,0,9.9,0,1,2,Low,3,6.1
S3612,0,19,52.01,58.58,57.5,51.85,74.17,9.15,65.68,0,7.6,0,0,1,Medium,4,8.2
S3613,1,22,69.88,81.12,88.57,54.75,66.16,7.2,73.58,0,6.1,0,0,3,Medium,3,5.5
S3615,0,24,62.48,65.23,42.12,93.19,84.44,3.55,84.26,0,17.0,0,1,2,Medium,9,4.3
S3617,1,24,97.7,44.79,78.35,51.7,70.71,7.25,87.41,1,24.8,1,1,1,Low,7,4.7
S3619,0,23,78.18,89.71,89.64,92.77,64.7,5.59,70.18,1,9.8,0,1,3,High,4,5.3
S3622,0,19,88.79,58.31,94.94,57.94,67.63,7.72,53.48,1,20.8,0,0,4,Low,3,7.9
S3624,1,22,99.11,89.9,54.1,82.41,79.17,9.7,77.24,1,25.1,1,1,1,Medium,4,6.6
S3625,0,24,84.28,59.78,79.68,98.38,58.8,2.39,82.63,1,27.3,0,0,3,Medium,9,7.4
S3626,1,23,98.77,75.56,74.4,83.91,68.87,4.48,71.26,1,29.9,0,0,2,Low,10,5.6
S3627,0,22,52.87,48.34,60.11,99.24,63.46,0.23,75.01,0,13.6,1,1,3,Low,7,5.3
S3629,1,18,72.57,99.93,63.89,94.89,92.52,3.82,75.6,1,26.6,1,1,1,High,6,5.8
S3630,1,18,69.24,49.53,57.47,60.25,81.67,2.5,54.52,1,16.6,1,0,4,High,5,5.2
S3631,0,18,89.14,96.85,82.61,,77.13,9.86,70.25,1,13.2,0,1,2,Medium,10,6.8
S3632,0,23,58.03,89.46,79.08,85.13,83.45,4.28,60.22,0,6.2,0,1,1,Low,10,7.1
S3633,0,21,98.8,98.33,66.45,68.57,51.5,4.14,76.69,1,14.9,0,1,1,Low,1,7.9
S3634,0,19,65.75,50.77,63.87,,56.14,4.63,87.9,0,7.0,0,1,1,Medium,4,4.2
S3637,1,18,78.97,83.48,45.14,78.63,63.02,3.36,60.39,0,21.2,0,1,4,High,1,6.7
S3638,1,22,52.93,78.65,56.09,64.97,76.6,4.65,51.85,0,14.2,0,1,4,Low,3,8.0
S3639,1,23,,50.68,59.27,89.19,55.73,8.57,71.32,1,14.6,0,0,2,High,10,6.2
S3641,0,24,59.33,57.95,86.43,76.75,92.71,6.08,61.82,0,20.2,0,1,3,Low,8,5.9
S3642,1,22,61.78,48.1,63.74,,98.58,0.38,88.21,0,14.7,0,1,4,Medium,4,7.5
S3643,1,22,,65.35,96.69,89.59,52.13,3.17,69.32,1,28.7,1,1,3,Low,7,7.0
S3645,1,21,71.87,55.79,99.09,59.61,90.19,0.74,82.0,1,10.9,1,1,1,Medium,7,4.9
S3646,0,19,,62.28,92.57,60.77,95.11,5.44,80.24,1,15.1,0,1,1,Medium,6,4.0
S3647,0,19,67.34,91.11,77.0,,76.4,3.1,95.4,1,20.9,0,1,4,Medium,8,4.5
S3648,0,18,84.95,87.55,75.91,78.83,89.39,9.93,50.79,0,5.4,0,1,1,High,8,4.5
S3650,0,23,94.42,83.47,83.34,63.69,53.79,2.44,86.11,1,12.1,0,0,1,Medium,10,7.8
S3654,0,22,64.88,81.01,66.64,70.86,55.01,6.8,59.17,1,6.6,1,1,1,Low,4,8.5
S3656,1,18,50.25,77.08,63.9,,55.37,1.57,63.97,0,14.1,1,1,1,Medium,1,6.1
S3658,1,19,81.49,63.07,92.6,60.53,89.46,3.54,96.05,0,22.5,1,1,3,Medium,5,8.2
S3660,1,18,91.84,49.74,87.16,78.45,51.09,1.83,76.56,1,19.1,0,1,3,Low,10,7.4
S3661,0,19,85.83,93.03,40.83,82.27,76.72,9.53,66.74,1,15.2,1,1,1,Medium,2,5.7
S3663,1,18,86.72,47.5,56.49,66.65,93.94,9.55,62.39,1,23.0,1,1,4,Low,8,6.9
S3667,0,23,73.17,65.85,84.96,77.42,86.71,7.11,83.02,0,19.6,1,1,2,Medium,5,5.8
S3668,0,22,74.9,80.11,78.42,89.15,67.06,0.21,88.86,1,22.3,0,1,4,Low,2,7.5
S3676,1,24,67.81,81.47,40.19,52.16,83.67,2.24,57.64,1,15.9,1,1,3,High,5,5.3
S3677,1,22,74.55,95.89,72.93,84.77,75.27,0.34,87.7,0,23.2,0,1,2,High,3,6.3
S3678,1,21,96.09,47.08,64.06,97.24,82.42,2.92,60.76,1,16.3,0,1,4,Medium,8,6.1
S3679,0,23,74.03,43.68,58.19,88.69,93.37,0.38,66.22,1,26.8,0,1,3,Low,5,5.3
S3681,1,20,71.94,48.2,78.72,77.25,82.98,6.36,50.01,0,9.5,0,0,4,Medium,1,8.7
S3682,1,21,91.03,71.55,97.92,65.23,80.69,7.45,88.31,1,20.4,0,1,3,Low,3,5.5
S3683,1,19,89.0,71.14,89.98,,76.56,4.68,94.95,1,21.8,0,1,2,Medium,10,4.9
S3684,1,21,75.67,74.5,83.03,85.6,58.6,6.0,52.58,1,11.9,0,0,3,Low,4,5.3
S3685,0,22,,84.71,68.74,83.77,66.78,1.56,79.58,0,28.5,0,1,1,Low,10,7.5
S3687,1,22,78.19,92.7,41.95,68.36,71.27,7.13,53.92,1,15.3,1,0,3,Medium,4,4.9
S3690,0,21,84.71,55.35,63.04,,50.28,1.94,82.13,0,20.3,1,1,1,Low,4,6.0
S3691,0,18,74.57,50.61,67.7,84.87,83.95,5.95,90.67,0,18.5,0,1,1,Low,7,8.3
S3692,1,22,,72.68,56.31,93.66,74.46,8.1,64.35,1,9.4,1,1,3,High,8,5.9
S3694,1,21,74.75,53.63,43.71,,67.03,1.16,87.17,1,6.5,0,1,3,Low,2,7.9
S3695,0,18,99.73,82.71,76.83,,58.64,8.38,58.44,1,29.6,0,1,1,Low,1,6.6
S3697,1,23,,41.26,76.36,53.49,69.57,4.72,67.0,1,9.7,0,1,3,Medium,8,5.1
S3700,1,22,62.53,71.22,85.06,,72.68,7.38,75.2,1,22.8,1,1,1,Medium,9,7.8
S3701,1,19,67.69,60.86,86.29,84.35,89.81,5.66,56.44,0,27.5,0,1,3,Low,6,6.7
S3703,0,23,74.71,54.6,61.23,86.69,59.48,5.33,61.71,0,15.8,0,1,3,High,8,7.5
S3706,1,18,70.57,45.2,49.16,76.41,97.29,4.93,77.34,0,16.5,0,1,2,High,10,6.5
S3707,1,23,96.09,57.54,65.18,63.19,94.33,6.34,64.41,1,12.2,1,1,3,Medium,5,5.3
S3709,0,23,85.45,86.88,40.49,52.76,78.7,1.42,68.16,1,14.1,0,1,1,Medium,5,6.6
S3713,1,23,95.2,64.57,65.41,95.89,62.06,2.41,62.92,1,28.3,0,1,4,Low,5,5.6
S3714,0,20,51.69,56.94,71.17,68.4,63.95,6.32,99.27,0,24.4,0,1,1,High,2,8.9
S3715,1,23,72.38,56.51,49.71,95.85,86.81,0.59,63.09,1,6.7,0,1,4,Low,2,6.2
S3716,0,18,83.96,87.87,46.52,71.17,89.03,4.34,88.86,1,20.8,0,1,2,Low,6,7.0
S3717,0,19,54.76,98.44,57.38,92.74,76.43,5.23,75.47,0,19.0,0,0,3,Low,10,6.5
S3721,1,21,99.27,85.55,74.29,,57.03,8.66,94.34,1,21.2,0,1,2,Medium,3,5.7
S3722,0,18,52.84,73.14,73.56,,52.84,7.23,84.51,0,23.6,0,1,2,Low,9,5.4
S3723,1,21,85.89,87.02,58.42,64.48,76.79,4.46,75.61,1,9.8,0,1,1,Low,7,5.6
S3724,1,20,79.05,81.85,45.85,59.32,64.21,9.24,65.97,0,28.0,0,1,1,Medium,4,8.6
S3725,1,24,75.03,94.45,93.81,66.8,64.16,7.02,67.85,1,21.7,0,1,3,Low,9,4.3
S3727,1,22,56.48,87.3,81.86,69.33,97.67,4.73,96.1,0,9.8,1,1,3,Medium,3,7.7
S3728,1,22,94.8,68.51,67.84,85.62,91.51,4.53,60.57,1,22.1,0,1,4,Medium,1,5.2
S3729,0,18,84.56,58.49,85.39,99.35,55.69,5.31,68.9,0,7.4,1,1,1,Low,4,8.2
S3730,0,18,62.95,70.42,75.07,,93.83,0.65,71.6,0,13.0,0,1,3,High,3,5.6
S3731,1,22,95.08,70.12,43.23,73.13,84.15,9.08,70.45,1,19.3,1,1,2,Medium,3,4.6
S3733,0,19,,51.17,58.33,,93.56,6.18,63.55,1,5.4,0,1,1,Medium,9,6.6
S3736,0,21,81.83,77.21,83.23,59.1,73.46,1.63,78.47,0,24.2,0,1,3,Low,2,4.7
S3737,1,19,57.05,54.38,82.24,68.82,75.03,7.49,69.24,0,19.2,0,1,1,Low,3,5.1
S3738,0,24,82.48,66.06,82.01,90.93,64.55,5.8,83.26,0,20.2,0,1,4,Medium,9,6.8
S3740,0,18,70.6,92.52,60.94,97.88,78.39,9.78,62.4,0,5.9,0,1,4,Medium,9,4.1
S3741,1,24,58.51,69.28,73.67,,97.35,8.5,55.19,0,9.3,0,1,3,Medium,8,8.1
S3742,0,21,,53.5,77.17,57.56,80.01,6.97,90.16,0,23.2,1,1,3,Medium,6,7.8
S3744,1,18,76.82,80.54,58.74,69.95,50.35,6.66,58.83,0,16.1,0,1,3,Medium,9,5.9
S3745,1,18,,52.88,97.38,76.1,92.55,5.32,63.1,0,5.5,0,1,4,High,3,8.5
S3746,1,24,75.07,99.37,48.92,,68.22,2.49,88.32,1,15.4,0,1,1,Low,4,4.7
S3747,1,19,62.38,72.02,85.84,56.71,65.75,4.5,82.66,1,11.2,0,1,4,Medium,1,4.6
S3748,0,24,84.26,57.34,77.97,56.24,90.04,2.12,97.26,0,22.4,1,1,4,Medium,7,7.7
S3749,1,21,,79.46,89.01,52.34,97.27,5.0,73.25,0,25.6,0,0,4,Low,2,6.4
S3751,1,24,94.06,89.22,44.69,97.39,58.69,0.37,85.02,1,15.1,1,1,3,High,8,4.9
S3752,1,24,82.2,58.49,44.18,55.78,69.57,7.65,62.75,1,11.8,1,1,4,Medium,10,7.6
S3754,0,23,63.87,76.31,76.18,,95.35,5.17,59.83,1,14.3,0,1,3,High,4,5.2
S3755,1,18,50.03,90.66,94.37,93.88,99.93,5.73,65.45,0,22.0,1,1,1,Medium,9,8.7
S3756,1,22,93.27,44.37,68.06,97.94,75.58,7.61,91.47,1,21.7,0,1,1,Medium,3,6.8
S3757,0,24,,60.9,44.08,63.09,91.13,7.61,78.84,1,15.3,1,1,4,Medium,8,5.8
S3760,0,18,83.07,51.65,86.6,75.12,68.58,6.94,81.68,0,26.9,0,1,1,Low,2,4.0
S3761,0,21,82.61,61.37,88.94,84.12,98.78,5.11,94.24,0,15.9,1,1,1,Low,5,8.2
S3762,0,22,93.02,55.81,99.88,,50.17,3.33,92.98,1,23.7,0,1,1,High,6,4.3
S3763,1,21,57.01,76.8,64.73,,65.4,2.35,53.14,0,28.2,0,0,2,Low,5,8.9
S3764,1,22,71.5,60.67,41.16,54.99,96.52,1.2,93.33,0,23.4,0,1,4,Low,7,5.7
S3766,0,24,69.48,52.44,75.27,66.72,61.25,4.58,57.71,1,6.7,0,1,3,High,10,9.0
S3769,0,23,,97.75,47.29,96.47,73.61,3.62,90.16,0,22.3,1,1,2,Low,9,7.8
S3770,0,19,,49.27,82.11,85.81,97.35,9.2,84.31,0,12.9,0,1,1,Low,2,6.3
S3772,0,19,61.37,65.71,55.03,87.54,95.67,4.24,96.11,0,28.8,1,1,1,Low,10,4.6
S3773,1,19,62.97,62.67,88.79,66.05,87.78,0.48,69.59,0,17.7,0,1,4,High,2,6.6
S3776,0,23,69.33,81.13,52.06,76.67,56.66,5.83,93.4,0,6.8,0,1,4,Low,4,5.7
S3779,1,24,53.97,95.11,51.27,90.85,54.74,8.67,91.11,0,27.1,0,1,2,Low,3,8.0
S3781,0,21,72.24,65.86,81.21,90.08,69.45,3.18,57.22,0,5.2,1,1,4,Low,2,5.4
S3782,0,19,86.31,76.82,69.46,90.71,55.19,3.19,81.57,1,23.4,0,1,4,Medium,5,8.2
S3783,1,21,84.11,67.02,79.64,61.71,93.15,6.57,58.66,0,5.2,1,1,3,Low,10,8.1
S3784,1,21,56.77,59.31,61.9,85.85,96.13,4.49,72.33,0,18.6,0,1,1,Low,2,8.0
S3785,0,20,57.14,44.64,41.68,59.33,74.12,7.77,93.96,0,9.5,1,1,4,Medium,3,7.7
S3786,1,19,87.77,67.36,98.44,54.65,71.27,3.84,89.47,1,20.3,0,1,3,Medium,7,8.4
S3788,0,22,68.9,41.02,44.41,95.43,61.31,2.91,90.44,0,17.5,0,1,2,Low,4,4.8
S3789,1,24,53.87,74.93,66.95,51.77,64.9,1.82,57.64,0,13.4,0,1,4,Low,2,4.2
S3790,1,22,50.6,92.85,78.1,91.33,55.05,1.98,59.75,0,9.6,1,1,3,Low,8,4.9
S3791,0,18,64.41,53.05,51.44,75.32,72.32,2.17,60.44,1,20.2,1,1,4,Medium,6,5.8
S3792,0,21,50.46,51.0,74.68,,80.58,0.16,88.8,0,7.1,0,1,1,Low,8,4.3
S3793,0,20,61.5,86.34,72.02,92.17,96.51,7.16,94.55,0,28.5,0,1,4,High,6,7.8
S3794,0,22,70.98,55.31,52.5,93.76,86.95,4.0,78.14,1,24.5,0,1,4,High,1,7.2
S3795,0,19,56.07,51.52,48.47,88.44,86.15,0.23,97.9,0,27.9,0,1,1,High,9,7.6
S3796,1,18,55.21,62.68,85.54,92.15,65.4,3.7,86.4,0,6.1,1,1,4,High,9,4.5
S3797,0,20,94.82,63.55,59.36,58.8,94.41,9.05,78.18,1,5.1,1,0,1,Medium,5,5.6
S3798,0,23,79.27,92.45,54.64,65.19,97.35,5.11,80.58,0,13.9,0,1,3,High,10,6.3
S3800,1,19,67.29,64.36,84.16,87.12,51.94,5.4,54.51,1,11.1,0,1,2,Low,3,8.0
S3804,1,22,56.48,52.46,60.75,85.29,99.62,7.0,97.25,0,24.2,0,1,2,Medium,2,4.7
S3806,1,19,96.58,97.44,83.6,56.97,60.83,8.25,96.19,1,21.0,0,1,4,Medium,9,7.9
S3807,1,24,77.74,50.63,52.7,69.95,74.21,5.54,77.34,1,28.7,0,0,3,Medium,6,9.0
S3808,0,19,96.35,48.71,68.13,64.16,66.16,0.85,73.66,1,11.2,1,1,1,Medium,2,6.6
S3809,1,22,66.69,65.27,79.21,50.48,96.2,3.64,91.64,0,5.9,0,1,3,Medium,2,5.8
S3812,1,19,85.3,44.65,72.77,,81.29,2.59,50.8,1,19.9,0,1,4,Low,4,8.5
S3813,1,20,78.29,43.48,51.95,78.32,54.06,3.89,50.64,1,11.7,0,1,2,Low,4,8.2
S3814,1,19,96.27,69.11,64.61,69.16,87.84,8.37,81.38,1,15.2,0,1,1,High,10,6.5
S3815,1,20,,97.47,71.92,52.32,88.42,1.5,53.67,1,14.2,1,1,4,Low,4,6.9
S3816,0,20,85.41,65.61,86.8,85.2,73.7,3.06,86.85,1,28.8,1,1,2,High,1,8.2
S3817,0,19,66.52,61.39,79.23,,97.78,2.61,81.12,0,12.9,0,1,4,High,10,8.6
S3819,1,24,75.52,71.92,98.46,74.28,84.76,3.61,85.49,0,19.1,0,0,4,High,9,7.4
S3821,1,22,56.85,63.15,52.41,95.7,83.32,9.43,62.32,0,17.7,0,1,3,Low,9,5.6
S3825,0,20,65.88,56.25,42.37,85.55,98.24,1.84,60.18,0,26.0,0,1,4,Medium,5,8.3
S3826,1,19,57.43,49.63,50.65,,73.51,2.16,76.05,0,14.8,1,1,1,Low,6,7.9
S3828,0,23,98.51,70.52,81.0,79.71,75.96,1.25,54.32,1,22.9,0,1,2,Low,1,4.7
S3829,1,24,97.17,43.5,92.55,99.64,86.42,7.21,70.37,1,16.0,0,1,4,Low,8,8.9
S3830,1,24,74.18,49.22,87.91,92.69,50.03,7.92,75.99,0,19.1,0,1,1,Medium,7,5.1
S3831,1,24,99.75,96.86,50.92,97.68,94.36,3.94,71.15,1,15.9,1,1,1,Medium,2,7.2
S3832,1,20,83.68,72.57,73.92,66.38,94.32,6.89,85.03,0,9.9,0,1,4,Low,7,5.0
S3834,0,21,55.89,81.59,58.63,89.84,56.12,1.64,73.01,0,25.2,0,1,3,Low,10,6.5
S3835,1,24,95.81,43.71,88.36,,83.59,3.97,71.28,1,11.7,1,0,4,Medium,10,6.4
S3836,0,21,81.5,84.33,67.4,60.57,56.89,5.57,85.27,0,21.0,0,1,1,Medium,6,7.2
S3838,1,24,,79.06,66.31,79.1,54.68,6.54,93.52,1,28.0,1,1,1,Medium,4,5.3
S3840,0,20,52.43,45.28,63.59,75.09,65.9,8.6,78.72,0,14.0,0,1,3,Medium,2,4.5
S3841,1,23,59.41,83.61,69.27,96.56,91.55,1.03,56.44,0,19.0,0,0,4,High,9,8.5
S3842,0,20,53.33,48.2,60.97,75.32,90.0,0.0,91.8,0,27.8,0,1,4,High,1,4.9
S3843,1,24,59.44,60.37,96.22,89.43,99.92,0.73,71.11,0,10.7,1,1,2,Medium,6,6.2
S3844,1,23,70.53,96.56,73.75,51.45,62.88,9.24,85.95,0,16.9,0,1,3,High,7,4.5
